date,open,high,low,close,vol
2015/9/16,36.93 ,37.04 ,36.53 ,36.80 ,162 
2015/9/17,36.25 ,36.30 ,35.53 ,35.71 ,155 
2015/9/18,36.13 ,36.66 ,35.96 ,36.44 ,141 
2015/9/19,36.89 ,37.55 ,36.47 ,37.20 ,190 
2015/9/20,36.82 ,37.72 ,36.52 ,37.43 ,194 
2015/9/21,37.61 ,37.74 ,36.26 ,36.91 ,145 
2015/9/22,36.96 ,37.61 ,36.82 ,37.58 ,128 
2015/9/23,37.52 ,38.26 ,36.97 ,37.94 ,117 
2015/9/24,37.98 ,38.84 ,37.68 ,38.11 ,165 
2015/9/25,38.32 ,38.99 ,37.83 ,37.92 ,154 
2015/9/26,38.66 ,39.24 ,37.66 ,38.38 ,146 
2015/9/27,37.96 ,38.74 ,37.94 ,38.30 ,175 
2015/9/28,38.61 ,39.40 ,38.50 ,39.04 ,135 
2015/9/29,38.43 ,38.69 ,37.62 ,38.06 ,181 
2015/9/30,38.42 ,38.84 ,38.00 ,38.49 ,147 
2015/10/1,39.13 ,39.48 ,38.53 ,39.44 ,126 
2015/10/2,40.00 ,40.51 ,39.45 ,40.29 ,150 
2015/10/3,39.72 ,39.77 ,39.45 ,39.59 ,162 
2015/10/4,39.97 ,40.15 ,39.58 ,39.58 ,132 
2015/10/5,39.04 ,39.52 ,38.50 ,39.44 ,188 
2015/10/6,39.06 ,39.79 ,38.51 ,39.20 ,137 
2015/10/7,39.27 ,39.31 ,38.41 ,38.55 ,167 
2015/10/8,39.31 ,39.85 ,38.65 ,39.51 ,104 
2015/10/9,38.75 ,39.34 ,37.94 ,38.46 ,111 
2015/10/10,38.04 ,38.61 ,37.44 ,38.60 ,183 
2015/10/11,37.96 ,38.08 ,37.24 ,37.52 ,191 
2015/10/12,38.26 ,38.68 ,37.77 ,38.04 ,169 
2015/10/13,38.69 ,38.74 ,37.94 ,38.22 ,114 
2015/10/14,38.84 ,39.49 ,38.21 ,38.54 ,144 
2015/10/15,39.28 ,40.03 ,38.52 ,38.55 ,157 
2015/10/16,39.22 ,39.71 ,38.96 ,39.67 ,111 
2015/10/17,40.19 ,41.48 ,39.54 ,40.68 ,171 
2015/10/18,40.22 ,40.75 ,39.14 ,39.45 ,124 
2015/10/19,39.16 ,39.21 ,38.57 ,38.65 ,154 
2015/10/20,39.38 ,39.85 ,38.89 ,39.20 ,127 
2015/10/21,38.96 ,39.13 ,37.75 ,38.45 ,168 
2015/10/22,38.52 ,38.85 ,37.96 ,38.15 ,141 
2015/10/23,37.47 ,37.68 ,36.85 ,36.90 ,182 
2015/10/24,37.33 ,37.95 ,37.25 ,37.37 ,131 
2015/10/25,38.08 ,38.83 ,37.62 ,38.25 ,103 
2015/10/26,38.96 ,38.97 ,38.29 ,38.62 ,139 
2015/10/27,39.00 ,39.81 ,38.70 ,39.51 ,121 
2015/10/28,39.61 ,40.07 ,39.34 ,39.49 ,169 
2015/10/29,38.85 ,39.81 ,38.43 ,39.30 ,119 
2015/10/30,39.63 ,39.69 ,38.89 ,39.41 ,117 
2015/10/31,39.02 ,39.20 ,38.52 ,38.55 ,153 
2015/11/1,38.47 ,39.37 ,37.79 ,39.05 ,127 
2015/11/2,38.32 ,38.55 ,37.93 ,38.27 ,140 
2015/11/3,38.74 ,39.83 ,38.42 ,39.27 ,179 
2015/11/4,39.28 ,39.32 ,38.69 ,39.05 ,129 
2015/11/5,38.40 ,39.67 ,38.22 ,38.98 ,150 
2015/11/6,39.53 ,40.13 ,38.75 ,38.79 ,141 
2015/11/7,39.55 ,40.00 ,38.85 ,39.34 ,170 
2015/11/8,39.86 ,39.96 ,38.76 ,39.28 ,120 
2015/11/9,38.76 ,39.10 ,38.06 ,38.77 ,179 
2015/11/10,38.67 ,39.62 ,38.38 ,38.99 ,184 
2015/11/11,39.71 ,40.69 ,39.25 ,39.97 ,143 
2015/11/12,39.81 ,41.00 ,39.54 ,40.24 ,170 
2015/11/13,39.47 ,39.65 ,38.54 ,39.17 ,130 
2015/11/14,39.95 ,40.64 ,39.94 ,40.61 ,136 
2015/11/15,40.79 ,41.53 ,40.18 ,40.29 ,142 
2015/11/16,40.54 ,41.01 ,39.99 ,40.16 ,171 
2015/11/17,39.59 ,40.31 ,38.99 ,39.80 ,119 
2015/11/18,39.47 ,39.81 ,38.27 ,38.79 ,179 
2015/11/19,38.08 ,38.24 ,37.90 ,37.92 ,102 
2015/11/20,37.87 ,38.80 ,37.85 ,38.61 ,169 
2015/11/21,39.00 ,39.28 ,38.45 ,38.84 ,153 
2015/11/22,38.20 ,38.62 ,37.45 ,38.21 ,143 
2015/11/23,37.85 ,38.66 ,37.33 ,38.27 ,156 
2015/11/24,38.29 ,38.74 ,37.53 ,37.62 ,190 
2015/11/25,37.12 ,37.57 ,37.12 ,37.32 ,140 
2015/11/26,37.02 ,37.85 ,36.31 ,37.18 ,165 
2015/11/27,37.07 ,38.01 ,36.90 ,37.43 ,190 
2015/11/28,36.95 ,37.54 ,36.92 ,37.36 ,140 
2015/11/29,36.97 ,37.91 ,36.77 ,37.27 ,133 
2015/11/30,37.34 ,37.92 ,36.69 ,37.10 ,157 
2015/12/1,36.75 ,37.71 ,36.02 ,37.05 ,171 
2015/12/2,37.51 ,38.12 ,37.40 ,37.53 ,192 
2015/12/3,36.98 ,37.15 ,36.01 ,36.45 ,128 
2015/12/4,37.06 ,38.30 ,36.76 ,37.74 ,193 
2015/12/5,38.21 ,38.57 ,37.58 ,37.73 ,138 
2015/12/6,38.09 ,38.83 ,37.03 ,37.46 ,160 
2015/12/7,37.13 ,37.64 ,36.28 ,36.94 ,178 
2015/12/8,36.99 ,37.33 ,36.87 ,37.13 ,123 
2015/12/9,37.07 ,37.75 ,36.05 ,36.60 ,117 
2015/12/10,36.05 ,37.20 ,35.49 ,36.65 ,155 
2015/12/11,37.05 ,38.20 ,36.98 ,37.60 ,194 
2015/12/12,37.69 ,38.09 ,36.85 ,37.44 ,162 
2015/12/13,37.90 ,38.36 ,37.11 ,37.37 ,169 
2015/12/14,36.97 ,37.96 ,36.81 ,37.38 ,187 
2015/12/15,37.96 ,38.88 ,37.89 ,38.22 ,118 
2015/12/16,38.20 ,38.61 ,37.92 ,38.54 ,157 
2015/12/17,38.01 ,38.75 ,37.32 ,38.11 ,183 
2015/12/18,37.98 ,38.57 ,36.89 ,37.35 ,158 
2015/12/19,37.52 ,38.25 ,37.22 ,37.93 ,178 
2015/12/20,37.21 ,37.83 ,36.43 ,36.54 ,145 
2015/12/21,36.93 ,37.50 ,36.73 ,37.11 ,169 
2015/12/22,37.73 ,38.41 ,37.33 ,37.63 ,185 
2015/12/23,38.01 ,38.08 ,37.50 ,37.71 ,115 
2015/12/24,38.44 ,39.19 ,37.71 ,38.88 ,180 
2015/12/25,38.90 ,40.37 ,38.86 ,39.63 ,172 
2015/12/26,40.33 ,40.83 ,39.81 ,40.18 ,102 
2015/12/27,39.96 ,40.46 ,39.28 ,39.57 ,189 
2015/12/28,39.94 ,41.24 ,39.48 ,40.60 ,139 
2015/12/29,40.59 ,40.76 ,39.52 ,39.86 ,177 
2015/12/30,39.92 ,40.43 ,39.81 ,40.10 ,127 
2015/12/31,39.99 ,40.75 ,39.61 ,40.01 ,196 
2016/1/1,40.55 ,40.80 ,40.38 ,40.40 ,109 
2016/1/2,40.21 ,40.43 ,39.65 ,39.82 ,177 
2016/1/3,40.37 ,41.17 ,39.60 ,40.29 ,187 
2016/1/4,39.87 ,40.48 ,39.13 ,40.08 ,117 
2016/1/5,39.49 ,40.42 ,39.07 ,39.86 ,107 
2016/1/6,39.36 ,39.68 ,38.69 ,39.66 ,137 
2016/1/7,39.95 ,40.45 ,39.24 ,39.55 ,121 
2016/1/8,39.48 ,39.54 ,39.15 ,39.48 ,143 
2016/1/9,39.49 ,40.59 ,39.01 ,40.20 ,193 
2016/1/10,39.50 ,39.99 ,38.83 ,39.86 ,174 
2016/1/11,40.46 ,40.82 ,39.94 ,40.52 ,137 
2016/1/12,40.35 ,40.47 ,39.52 ,40.31 ,181 
2016/1/13,40.46 ,40.53 ,39.68 ,40.52 ,195 
2016/1/14,39.81 ,40.86 ,39.77 ,40.57 ,118 
2016/1/15,40.47 ,41.05 ,39.92 ,40.95 ,171 
2016/1/16,41.44 ,41.95 ,40.56 ,40.70 ,156 
2016/1/17,41.08 ,41.13 ,40.35 ,40.47 ,108 
2016/1/18,40.31 ,40.50 ,39.78 ,39.99 ,165 
2016/1/19,39.71 ,40.59 ,38.93 ,40.50 ,158 
2016/1/20,40.22 ,40.76 ,39.25 ,39.62 ,146 
2016/1/21,39.53 ,39.99 ,38.94 ,38.94 ,186 
2016/1/22,39.53 ,40.61 ,39.08 ,40.18 ,138 
2016/1/23,40.90 ,41.27 ,39.75 ,40.18 ,124 
2016/1/24,39.90 ,40.99 ,39.70 ,40.45 ,154 
2016/1/25,40.27 ,41.63 ,40.03 ,40.98 ,137 
2016/1/26,41.41 ,41.67 ,40.46 ,41.12 ,133 
2016/1/27,41.85 ,42.18 ,40.51 ,41.07 ,168 
2016/1/28,41.07 ,41.87 ,40.96 ,41.15 ,117 
2016/1/29,41.27 ,41.94 ,40.58 ,40.68 ,135 
2016/1/30,40.72 ,41.45 ,39.52 ,40.26 ,105 
2016/1/31,40.39 ,40.87 ,39.22 ,39.88 ,167 
2016/2/1,40.04 ,40.46 ,39.67 ,40.02 ,110 
2016/2/2,40.60 ,40.97 ,39.31 ,39.83 ,109 
2016/2/3,40.60 ,40.92 ,39.26 ,40.06 ,170 
2016/2/4,39.95 ,41.07 ,39.29 ,40.62 ,118 
2016/2/5,40.05 ,40.11 ,39.18 ,39.51 ,149 
2016/2/6,39.47 ,40.17 ,38.73 ,39.87 ,110 
2016/2/7,40.13 ,41.20 ,39.70 ,40.69 ,170 
2016/2/8,39.97 ,40.60 ,38.78 ,39.50 ,147 
2016/2/9,38.90 ,39.41 ,37.97 ,38.54 ,171 
2016/2/10,38.64 ,38.75 ,37.74 ,38.30 ,181 
2016/2/11,38.92 ,39.66 ,38.80 ,39.47 ,155 
2016/2/12,38.74 ,39.73 ,38.36 ,39.37 ,155 
2016/2/13,39.85 ,40.28 ,39.29 ,39.61 ,112 
2016/2/14,39.72 ,40.48 ,38.57 ,39.30 ,114 
2016/2/15,38.89 ,39.10 ,38.66 ,38.96 ,145 
2016/2/16,39.45 ,40.02 ,38.46 ,38.96 ,132 
2016/2/17,38.47 ,38.84 ,37.76 ,38.26 ,143 
2016/2/18,37.59 ,37.76 ,36.69 ,36.91 ,130 
2016/2/19,36.94 ,36.94 ,36.84 ,36.94 ,117 
2016/2/20,36.63 ,37.22 ,35.46 ,36.00 ,179 
2016/2/21,35.79 ,37.08 ,35.49 ,36.50 ,147 
2016/2/22,36.52 ,37.19 ,35.92 ,36.62 ,165 
2016/2/23,36.53 ,36.81 ,36.23 ,36.46 ,118 
2016/2/24,36.33 ,36.40 ,35.26 ,35.78 ,165 
2016/2/25,35.67 ,36.20 ,35.11 ,35.97 ,128 
2016/2/26,36.32 ,36.85 ,36.12 ,36.61 ,181 
2016/2/27,36.86 ,36.95 ,36.36 ,36.69 ,174 
2016/2/28,36.45 ,36.67 ,35.53 ,35.78 ,116 
2016/2/29,36.16 ,36.20 ,35.45 ,35.76 ,125 
2016/3/1,35.15 ,35.28 ,34.67 ,34.80 ,160 
2016/3/2,34.44 ,34.54 ,34.03 ,34.52 ,161 
2016/3/3,35.11 ,36.13 ,34.76 ,35.75 ,143 
2016/3/4,35.74 ,36.23 ,35.30 ,35.38 ,160 
2016/3/5,35.04 ,35.39 ,34.44 ,34.54 ,163 
2016/3/6,35.20 ,36.06 ,34.51 ,35.39 ,143 
2016/3/7,36.04 ,36.47 ,35.56 ,35.95 ,147 
2016/3/8,35.82 ,36.49 ,34.69 ,35.21 ,159 
2016/3/9,35.02 ,35.68 ,33.90 ,34.39 ,147 
2016/3/10,34.81 ,34.98 ,34.27 ,34.71 ,141 
2016/3/11,34.31 ,35.41 ,34.25 ,34.92 ,144 
2016/3/12,34.64 ,34.84 ,34.55 ,34.83 ,161 
2016/3/13,35.52 ,36.03 ,35.08 ,35.64 ,171 
2016/3/14,35.06 ,35.14 ,34.30 ,34.84 ,193 
2016/3/15,34.47 ,34.94 ,33.87 ,34.90 ,102 
2016/3/16,35.11 ,35.23 ,34.82 ,34.99 ,156 
2016/3/17,35.44 ,35.86 ,34.69 ,35.08 ,126 
2016/3/18,35.37 ,35.85 ,35.07 ,35.28 ,123 
2016/3/19,34.86 ,35.37 ,33.82 ,34.42 ,124 
2016/3/20,34.84 ,35.28 ,34.16 ,34.79 ,109 
2016/3/21,35.46 ,36.12 ,35.09 ,36.05 ,176 
2016/3/22,35.93 ,37.00 ,35.34 ,36.34 ,130 
2016/3/23,36.14 ,37.30 ,35.77 ,36.74 ,131 
2016/3/24,37.35 ,37.40 ,36.52 ,36.79 ,171 
2016/3/25,36.97 ,37.49 ,36.63 ,37.13 ,166 
2016/3/26,37.23 ,38.26 ,37.03 ,37.93 ,105 
2016/3/27,37.40 ,37.58 ,36.65 ,36.86 ,105 
2016/3/28,37.22 ,38.02 ,37.17 ,37.40 ,160 
2016/3/29,37.75 ,37.92 ,37.03 ,37.03 ,183 
2016/3/30,36.46 ,37.14 ,35.85 ,36.98 ,156 
2016/3/31,37.51 ,37.52 ,37.22 ,37.45 ,134 
2016/4/1,37.98 ,37.99 ,37.49 ,37.92 ,176 
2016/4/2,38.63 ,38.68 ,37.59 ,38.10 ,166 
2016/4/3,38.81 ,39.50 ,38.45 ,39.47 ,110 
2016/4/4,39.38 ,40.06 ,38.61 ,39.84 ,166 
2016/4/5,39.68 ,40.23 ,39.12 ,39.22 ,124 
2016/4/6,38.63 ,39.06 ,37.77 ,38.31 ,154 
2016/4/7,38.27 ,38.56 ,36.88 ,37.58 ,181 
2016/4/8,38.07 ,39.07 ,37.80 ,38.78 ,141 
2016/4/9,39.14 ,40.01 ,38.52 ,39.27 ,125 
2016/4/10,38.87 ,39.58 ,38.49 ,38.80 ,185 
2016/4/11,39.26 ,39.96 ,38.89 ,39.33 ,119 
2016/4/12,39.20 ,39.81 ,39.15 ,39.24 ,107 
2016/4/13,39.85 ,40.77 ,39.55 ,40.34 ,171 
2016/4/14,40.58 ,41.22 ,40.09 ,40.90 ,180 
2016/4/15,40.96 ,41.88 ,40.88 ,41.08 ,127 
2016/4/16,41.22 ,42.31 ,40.85 ,42.04 ,108 
2016/4/17,41.34 ,41.55 ,41.08 ,41.36 ,122 
2016/4/18,42.13 ,42.36 ,41.25 ,41.69 ,197 
2016/4/19,42.46 ,42.88 ,41.66 ,42.39 ,107 
2016/4/20,43.07 ,43.81 ,42.49 ,42.69 ,194 
2016/4/21,42.55 ,43.69 ,41.98 ,42.89 ,166 
2016/4/22,43.30 ,43.67 ,42.39 ,42.85 ,196 
2016/4/23,42.22 ,42.30 ,41.08 ,41.42 ,110 
2016/4/24,41.51 ,41.88 ,40.83 ,41.46 ,131 
2016/4/25,42.18 ,43.11 ,41.53 ,42.53 ,142 
2016/4/26,42.59 ,43.04 ,41.92 ,42.78 ,197 
2016/4/27,43.35 ,44.18 ,41.73 ,42.54 ,110 
2016/4/28,41.73 ,41.89 ,41.51 ,41.57 ,160 
2016/4/29,41.84 ,42.93 ,41.49 ,42.12 ,120 
2016/4/30,42.29 ,42.40 ,41.90 ,42.22 ,115 
2016/5/1,43.00 ,43.86 ,42.60 ,42.74 ,159 
2016/5/2,43.42 ,43.97 ,41.95 ,42.74 ,187 
2016/5/3,42.13 ,42.40 ,41.92 ,42.33 ,182 
2016/5/4,41.97 ,42.22 ,41.06 ,41.75 ,118 
2016/5/5,41.92 ,42.30 ,41.33 ,41.44 ,200 
2016/5/6,40.76 ,41.42 ,39.99 ,40.50 ,105 
2016/5/7,40.07 ,40.65 ,39.00 ,39.61 ,155 
2016/5/8,39.35 ,39.59 ,38.32 ,38.97 ,160 
2016/5/9,38.68 ,40.15 ,38.37 ,39.45 ,178 
2016/5/10,39.00 ,39.70 ,38.37 ,38.51 ,105 
2016/5/11,38.13 ,39.01 ,37.43 ,38.27 ,162 
2016/5/12,38.15 ,38.98 ,37.61 ,38.46 ,148 
2016/5/13,39.06 ,39.98 ,38.51 ,39.40 ,120 
2016/5/14,39.77 ,40.49 ,38.68 ,39.33 ,142 
2016/5/15,39.38 ,39.74 ,38.17 ,38.93 ,104 
2016/5/16,38.26 ,38.98 ,37.83 ,38.92 ,117 
2016/5/17,38.18 ,38.55 ,37.04 ,37.63 ,200 
2016/5/18,37.84 ,39.08 ,37.45 ,38.56 ,200 
2016/5/19,37.81 ,38.37 ,36.87 ,37.32 ,115 
2016/5/20,37.14 ,37.71 ,36.35 ,36.47 ,110 
2016/5/21,37.04 ,37.59 ,36.33 ,36.50 ,167 
2016/5/22,35.87 ,36.58 ,34.70 ,35.26 ,136 
2016/5/23,34.87 ,35.84 ,34.87 ,35.46 ,118 
2016/5/24,36.00 ,37.39 ,35.78 ,36.68 ,125 
2016/5/25,36.87 ,38.07 ,36.85 ,37.49 ,160 
2016/5/26,38.01 ,38.06 ,37.44 ,37.88 ,130 
2016/5/27,38.00 ,38.33 ,37.48 ,38.09 ,164 
2016/5/28,38.66 ,38.96 ,38.42 ,38.69 ,133 
